Over18,BusinessTravel,EducationField,Department,Gender,JobRole,MaritalStatus,OverTime,Age,EnvironmentSatisfaction,Education,HourlyRate,JobInvolvement,JobLevel,DistanceFromHome,JobSatisfaction,EmployeeCount,MonthlyIncome,MonthlyRate,NumCompaniesWorked,EmployeeNumber,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyRate,Attrition
Y,Travel_Frequently,Medical,Research & Development,Female,Manufacturing Director,Single,No,39,1,3,81,3,2,4,3,1,5042,3140,0,1633,13,3,4,80,0,10,2,1,9,2,3,8,711,No
Y,Travel_Rarely,Other,Research & Development,Female,Manufacturing Director,Divorced,No,45,4,2,59,2,2,2,4,1,5770,5388,1,1635,19,3,1,80,2,10,3,3,10,7,3,9,1329,No
Y,Travel_Rarely,Medical,Research & Development,Female,Manufacturing Director,Married,Yes,38,4,2,54,2,3,2,3,1,7756,14199,3,1638,19,3,4,80,1,10,6,4,5,4,0,2,397,No
Y,Travel_Rarely,Medical,Sales,Male,Sales Executive,Married,No,35,4,3,55,2,3,10,1,1,10306,21530,9,1639,17,3,3,80,0,15,3,3,13,12,6,0,737,Yes
Y,Travel_Rarely,Medical,Research & Development,Female,Research Scientist,Married,No,37,2,3,71,3,1,10,2,1,3936,9953,1,1640,11,3,1,80,1,8,2,1,8,4,7,7,1470,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Manufacturing Director,Single,Yes,40,3,3,84,3,3,16,4,1,7945,19948,6,1641,15,3,4,80,0,18,2,2,4,2,3,3,448,No
Y,Travel_Frequently,Human Resources,Human Resources,Male,Human Resources,Married,Yes,44,1,5,37,3,2,1,4,1,5743,10503,4,1642,11,3,3,80,0,14,3,3,10,7,0,2,602,No
Y,Travel_Frequently,Medical,Research & Development,Male,Manager,Married,No,48,3,5,89,2,4,4,4,1,15202,5602,2,1644,25,4,2,80,1,23,3,3,2,2,2,2,365,No
Y,Travel_Rarely,Medical,Sales,Male,Sales Executive,Divorced,Yes,35,1,2,59,1,2,15,4,1,5440,22098,6,1645,14,3,4,80,2,7,2,2,2,2,2,2,763,Yes
Y,Travel_Frequently,Technical Degree,Research & Development,Female,Research Scientist,Single,Yes,24,1,1,32,3,1,2,4,1,3760,17218,1,1646,13,3,3,80,0,6,2,3,6,3,1,3,567,No
Y,Travel_Rarely,Medical,Research & Development,Female,Research Scientist,Married,No,27,2,3,86,4,1,8,3,1,3517,22490,7,1647,17,3,1,80,0,5,0,3,3,2,0,2,486,No
Y,Travel_Frequently,Medical,Research & Development,Male,Research Scientist,Single,No,27,4,3,87,3,1,2,4,1,2580,6297,2,1648,13,3,3,80,0,6,0,2,4,2,1,2,591,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Single,Yes,40,1,3,73,3,1,7,1,1,2166,3339,3,1649,14,3,2,80,0,10,3,1,4,2,0,3,1329,Yes
Y,Travel_Rarely,Medical,Sales,Male,Sales Executive,Single,No,29,3,3,42,2,2,10,3,1,5869,23413,9,1650,11,3,3,80,0,8,2,3,5,2,1,4,469,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Healthcare Representative,Married,No,36,2,4,42,3,3,5,1,1,8008,22792,4,1651,12,3,3,80,2,9,6,3,3,2,0,2,711,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Manufacturing Director,Divorced,No,25,4,1,77,4,2,2,3,1,5206,4973,1,1653,17,3,3,80,2,7,6,3,7,7,0,7,772,No
Y,Travel_Rarely,Medical,Research & Development,Male,Manufacturing Director,Married,No,39,4,3,66,3,2,12,2,1,5295,7693,4,1654,21,4,3,80,0,7,3,3,5,4,1,0,492,No
Y,Travel_Rarely,Other,Research & Development,Female,Research Director,Married,No,49,1,4,72,3,4,22,2,1,16413,3498,3,1655,16,3,2,80,2,27,2,3,4,2,1,2,301,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Director,Divorced,No,50,4,5,50,2,3,17,1,1,13269,21981,5,1656,15,3,3,80,3,19,3,3,14,11,1,11,813,No
Y,Travel_Rarely,Medical,Sales,Female,Sales Representative,Single,No,20,3,3,31,3,1,2,3,1,2783,13251,1,1657,19,3,1,80,0,2,3,3,2,2,2,2,1141,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Divorced,No,34,4,3,66,3,2,3,2,1,5433,19332,1,1658,12,3,3,80,1,11,2,3,11,8,7,9,1130,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Single,No,36,1,3,77,3,1,7,2,1,2013,10950,2,1659,11,3,3,80,0,15,4,3,4,3,1,3,311,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Healthcare Representative,Married,Yes,49,3,1,41,2,4,6,3,1,13966,11652,2,1661,19,3,2,80,1,30,3,3,15,11,2,12,465,No
Y,Non-Travel,Medical,Research & Development,Female,Manufacturing Director,Married,No,36,4,4,33,2,2,1,3,1,4374,15411,0,1662,15,3,3,80,0,4,6,3,3,2,1,2,894,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Healthcare Representative,Divorced,No,36,4,2,79,4,2,3,1,1,6842,26308,6,1664,20,4,1,80,1,13,3,3,5,4,0,4,1040,No
Y,Travel_Rarely,Medical,Research & Development,Female,Manager,Married,No,54,2,5,91,3,4,22,3,1,17426,18685,3,1665,25,4,3,80,1,36,6,3,10,8,4,7,584,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Director,Married,No,43,3,2,65,2,4,15,3,1,17603,3525,1,1666,24,4,1,80,1,14,3,3,14,10,6,11,1291,No
Y,Travel_Frequently,Other,Sales,Male,Sales Executive,Single,Yes,35,4,4,36,3,2,12,4,1,4581,10414,3,1667,24,4,1,80,0,13,2,4,11,9,6,7,880,Yes
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Research Scientist,Married,No,38,4,3,90,3,2,1,4,1,4735,9867,7,1668,15,3,4,80,2,19,4,4,13,11,2,9,1189,No
Y,Travel_Rarely,Medical,Sales,Male,Sales Executive,Divorced,Yes,29,1,3,43,2,2,5,2,1,4187,3356,1,1669,13,3,2,80,1,10,3,2,10,0,0,9,991,No
Y,Travel_Rarely,Medical,Sales,Male,Sales Executive,Divorced,No,33,4,4,93,3,2,2,4,1,5505,3921,1,1670,14,3,3,80,2,6,5,3,6,2,0,4,392,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Divorced,No,32,4,3,45,3,2,2,2,1,5470,25518,0,1671,13,3,3,80,2,10,4,2,9,5,1,6,977,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Sales Executive,Married,No,31,1,4,67,3,2,5,4,1,5476,22589,1,1673,11,3,1,80,2,10,2,3,10,0,0,2,1112,No
Y,Travel_Rarely,Medical,Research & Development,Female,Laboratory Technician,Divorced,Yes,49,4,3,74,3,1,16,1,1,2587,24941,4,1674,16,3,2,80,1,17,2,2,2,2,2,2,464,No
Y,Travel_Frequently,Medical,Research & Development,Female,Laboratory Technician,Single,No,38,4,3,42,2,1,2,2,1,2440,23826,1,1675,22,4,2,80,0,4,3,3,4,3,3,3,148,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Manager,Divorced,No,47,2,4,47,4,4,2,2,1,15972,21086,6,1676,14,3,3,80,3,29,2,3,3,2,1,2,1225,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Manager,Single,No,49,3,3,36,3,4,1,3,1,15379,22384,4,1677,14,3,1,80,0,23,2,3,8,7,0,0,809,No
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Executive,Single,Yes,41,4,2,80,3,3,23,3,1,7082,11591,3,1678,16,3,4,80,0,21,2,3,2,0,0,2,1206,No
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Representative,Single,No,20,4,1,54,3,1,9,1,1,2728,21082,1,1680,11,3,1,80,0,2,3,3,2,2,0,2,727,No
Y,Non-Travel,Life Sciences,Sales,Female,Sales Executive,Divorced,Yes,33,3,3,36,3,2,16,4,1,5368,16130,1,1681,25,4,3,80,1,7,2,3,6,5,1,2,530,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Healthcare Representative,Married,No,36,1,4,80,3,2,26,3,1,5347,7419,6,1682,14,3,2,80,2,10,2,2,3,2,0,2,1351,No
Y,Travel_Rarely,Life Sciences,Human Resources,Female,Human Resources,Divorced,Yes,44,3,3,44,3,1,1,4,1,3195,4167,4,1683,18,3,1,80,3,8,2,3,2,2,2,2,528,No
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Single,Yes,23,4,1,93,2,1,8,3,1,3989,20586,1,1684,11,3,1,80,0,5,2,3,5,4,1,2,1320,Yes
Y,Travel_Rarely,Medical,Research & Development,Female,Laboratory Technician,Married,No,38,4,2,87,3,1,4,3,1,3306,26176,7,1687,19,3,4,80,1,7,5,2,0,0,0,0,1495,No
Y,Travel_Rarely,Medical,Research & Development,Male,Healthcare Representative,Married,No,53,2,4,48,4,3,24,4,1,7005,3458,3,1689,15,3,3,80,0,11,2,3,4,3,1,2,1395,No
Y,Travel_Frequently,Medical,Sales,Female,Sales Representative,Married,Yes,48,4,2,95,3,1,7,3,1,2655,11740,2,1691,11,3,3,80,2,19,3,3,9,7,7,7,708,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Single,No,32,4,4,95,3,1,2,2,1,1393,24852,1,1692,12,3,1,80,0,1,2,3,1,0,0,0,1259,Yes
Y,Non-Travel,Medical,Research & Development,Male,Laboratory Technician,Single,No,26,4,3,76,3,1,7,4,1,2570,11925,1,1693,20,4,3,80,0,7,5,3,7,7,5,7,786,No
Y,Travel_Rarely,Technical Degree,Research & Development,Male,Research Scientist,Divorced,No,55,1,3,94,2,1,22,2,1,3537,23737,5,1694,12,3,4,80,1,8,1,3,4,2,1,2,1441,No
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Married,No,34,2,2,57,2,2,5,4,1,3986,11912,1,1696,14,3,3,80,1,15,3,4,15,10,4,13,1157,No
Y,Travel_Rarely,Medical,Research & Development,Male,Healthcare Representative,Divorced,No,60,3,4,92,1,3,1,4,1,10883,20467,3,1697,20,4,3,80,1,19,2,4,1,0,0,0,370,No
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Married,No,33,2,3,79,4,1,21,2,1,2028,13637,1,1698,18,3,4,80,3,14,6,3,14,11,2,13,267,No
Y,Travel_Frequently,Medical,Sales,Male,Sales Executive,Divorced,No,37,3,4,31,1,2,1,4,1,9525,7677,1,1700,14,3,3,80,2,6,2,2,6,3,1,3,1278,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Married,No,34,2,3,35,2,1,19,4,1,2929,20338,1,1701,12,3,2,80,0,10,3,3,10,9,8,7,678,No
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Representative,Divorced,Yes,23,3,3,99,3,1,7,4,1,2275,25103,1,1702,21,4,2,80,1,3,2,3,3,2,0,2,427,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Healthcare Representative,Married,Yes,44,3,3,96,4,3,2,4,1,7879,14810,1,1703,19,3,2,80,1,9,2,3,8,7,6,7,921,No
Y,Travel_Frequently,Medical,Research & Development,Male,Research Scientist,Single,Yes,35,1,4,79,2,1,2,4,1,4930,13970,0,1704,14,3,3,80,0,6,2,4,5,4,1,4,146,No
Y,Travel_Rarely,Medical,Sales,Male,Sales Executive,Married,Yes,43,4,3,73,3,2,2,4,1,7847,6069,1,1706,17,3,1,80,1,10,3,3,10,9,8,8,1179,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Married,No,24,3,3,62,4,1,9,3,1,4401,17616,1,1707,16,3,4,80,1,5,1,3,5,3,0,4,581,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Single,No,41,4,3,35,3,3,6,3,1,9241,15869,1,1708,12,3,2,80,0,10,3,3,10,8,8,7,918,No
Y,Travel_Rarely,Medical,Research & Development,Female,Laboratory Technician,Married,No,29,4,4,43,3,1,9,3,1,2974,25412,9,1709,17,3,3,80,1,9,2,3,5,3,1,2,1082,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Sales Representative,Single,No,36,3,4,51,3,2,2,4,1,4502,7439,3,1710,15,3,3,80,0,17,2,2,13,7,6,7,530,No
Y,Non-Travel,Life Sciences,Research & Development,Male,Healthcare Representative,Married,No,45,3,1,74,2,3,1,3,1,10748,3395,3,1712,23,4,4,80,1,25,3,2,23,15,14,4,1238,No
Y,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,24,4,1,58,1,1,22,3,1,1555,11585,1,1714,11,3,3,80,1,1,2,3,1,0,0,0,240,Yes
Y,Travel_Frequently,Life Sciences,Sales,Male,Sales Executive,Married,No,47,3,3,82,1,4,9,3,1,12936,24164,7,1716,11,3,3,80,0,25,3,1,23,5,14,10,1093,Yes
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Married,No,26,4,4,62,1,1,17,3,1,2305,6217,1,1718,15,3,3,80,3,3,3,4,3,2,0,2,390,No
Y,Travel_Rarely,Technical Degree,Research & Development,Female,Research Director,Single,No,45,4,2,48,2,4,28,2,1,16704,17119,1,1719,11,3,3,80,0,21,2,3,21,6,8,6,1005,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Research Scientist,Married,No,32,1,3,56,3,1,10,3,1,3433,17360,6,1720,13,3,1,80,1,10,3,2,5,2,1,3,585,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Married,No,31,2,4,69,3,1,2,3,1,3477,18103,1,1721,14,3,4,80,1,6,2,4,5,2,0,3,741,No
Y,Non-Travel,Human Resources,Human Resources,Male,Human Resources,Married,No,41,3,3,60,1,2,4,2,1,6430,20794,6,1722,19,3,2,80,1,10,4,3,3,2,1,2,552,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Manufacturing Director,Married,Yes,40,2,2,92,3,2,8,1,1,6516,5041,2,1724,16,3,2,80,1,18,3,3,1,0,0,0,369,No
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Divorced,No,24,2,1,91,3,1,29,1,1,3907,3622,1,1725,13,3,2,80,3,6,2,4,6,2,1,2,506,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Healthcare Representative,Single,No,46,3,4,34,3,2,13,2,1,5562,9697,6,1727,14,3,4,80,0,19,3,3,10,7,0,9,717,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Manufacturing Director,Married,No,35,4,4,49,3,2,27,3,1,6883,5151,2,1728,16,3,2,80,1,17,3,3,7,7,0,7,1370,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Married,No,30,2,1,33,3,1,16,4,1,2862,3811,1,1729,12,3,2,80,1,10,2,2,10,0,0,8,793,No
Y,Non-Travel,Marketing,Sales,Male,Sales Executive,Married,No,47,3,4,87,3,2,2,2,1,4978,3536,7,1731,11,3,4,80,1,4,3,1,1,0,0,0,543,No
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Executive,Divorced,Yes,46,3,3,74,3,3,2,4,1,10368,5596,4,1732,12,3,2,80,1,13,5,2,10,6,0,3,1277,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Divorced,Yes,36,2,5,96,2,2,13,1,1,6134,8658,5,1733,13,3,2,80,3,16,3,3,2,2,2,2,1456,Yes
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Executive,Single,No,32,1,2,34,1,2,1,2,1,6735,12147,6,1734,15,3,2,80,0,10,2,3,0,0,0,0,964,Yes
Y,Travel_Rarely,Medical,Research & Development,Female,Laboratory Technician,Single,No,23,3,1,51,3,1,4,2,1,3295,12862,1,1735,13,3,3,80,0,3,3,1,3,2,1,2,160,No
Y,Travel_Frequently,Technical Degree,Research & Development,Female,Manufacturing Director,Single,No,31,4,1,30,3,2,24,4,1,5238,6670,2,1736,20,4,4,80,0,9,3,2,5,4,1,4,163,No
Y,Non-Travel,Life Sciences,Research & Development,Male,Laboratory Technician,Married,Yes,39,4,3,77,3,2,1,4,1,6472,8989,1,1737,15,3,4,80,1,9,2,3,9,8,5,8,792,No
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Executive,Married,No,32,4,3,80,1,3,19,3,1,9610,3840,3,1739,13,3,3,80,1,10,2,1,4,3,0,2,371,No
Y,Travel_Rarely,Medical,Sales,Male,Manager,Single,No,40,2,4,88,3,5,7,2,1,19833,4349,1,1740,14,3,2,80,0,21,3,2,21,8,12,8,611,No
Y,Travel_Rarely,Life Sciences,Human Resources,Female,Human Resources,Married,No,45,3,3,56,1,3,4,3,1,9756,6595,4,1744,21,4,3,80,2,9,2,4,5,0,0,3,176,No
Y,Travel_Frequently,Technical Degree,Research & Development,Female,Research Scientist,Single,No,30,4,4,78,2,1,2,1,1,4968,26427,0,1745,16,3,4,80,0,10,2,3,9,7,0,7,1312,No
Y,Travel_Frequently,Medical,Human Resources,Male,Human Resources,Married,No,24,1,3,59,3,1,10,4,1,2145,2097,0,1746,14,3,4,80,1,3,2,3,2,2,2,1,897,No
Y,Travel_Frequently,Human Resources,Human Resources,Female,Human Resources,Divorced,No,30,3,3,66,2,1,8,4,1,2180,9732,6,1747,11,3,3,80,1,6,0,2,4,2,1,2,600,Yes
Y,Travel_Rarely,Technical Degree,Sales,Male,Sales Executive,Married,No,31,1,3,51,3,2,5,3,1,8346,20943,1,1749,19,3,3,80,1,6,3,3,5,2,0,2,1003,No
Y,Travel_Rarely,Medical,Research & Development,Female,Research Scientist,Single,No,27,3,3,67,3,1,8,4,1,3445,6152,1,1751,11,3,3,80,0,6,5,2,6,2,1,4,1054,No
Y,Travel_Rarely,Marketing,Sales,Female,Sales Representative,Single,No,29,2,3,52,1,1,9,2,1,2760,14630,1,1752,13,3,3,80,0,2,3,3,2,2,2,2,428,Yes
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Healthcare Representative,Single,Yes,29,4,3,70,4,2,1,3,1,6294,23060,8,1753,12,3,4,80,0,10,5,4,3,2,0,2,461,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Divorced,No,30,3,2,94,2,3,15,1,1,7140,3088,2,1754,11,3,1,80,1,12,2,3,7,7,1,7,979,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Married,Yes,34,4,4,97,4,1,2,4,1,2932,5586,0,1755,14,3,1,80,3,6,3,3,5,0,1,2,181,No
Y,Non-Travel,Marketing,Sales,Female,Sales Executive,Single,No,33,4,3,62,3,2,2,2,1,5147,10697,8,1756,15,3,4,80,0,13,2,2,11,7,1,7,1283,No
Y,Travel_Rarely,Marketing,Sales,Female,Sales Executive,Single,No,49,4,4,80,3,2,11,4,1,4507,8191,3,1757,12,3,3,80,0,8,1,4,5,1,0,4,1313,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Sales Executive,Single,Yes,33,1,3,74,3,3,16,1,1,8564,10092,2,1758,20,4,3,80,0,11,2,2,0,0,0,0,211,Yes
Y,Travel_Frequently,Medical,Research & Development,Female,Laboratory Technician,Married,No,38,3,2,75,2,1,2,2,1,2468,15963,4,1760,14,3,2,80,1,9,4,2,6,1,0,5,594,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Married,No,31,1,4,70,3,3,16,3,1,8161,19002,2,1761,13,3,1,80,3,10,2,3,1,0,0,0,1079,Yes
Y,Travel_Rarely,Technical Degree,Research & Development,Female,Research Scientist,Divorced,No,29,4,3,91,2,1,4,1,1,2109,10007,1,1762,13,3,3,80,1,1,2,3,1,0,0,0,590,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Healthcare Representative,Married,No,30,3,3,58,4,2,16,3,1,5294,9128,3,1763,16,3,3,80,1,10,3,3,7,0,1,7,305,No
Y,Non-Travel,Technical Degree,Research & Development,Male,Research Scientist,Single,No,32,2,4,65,3,1,5,2,1,2718,17674,2,1764,14,3,2,80,0,12,3,3,7,7,0,7,953,No
Y,Travel_Rarely,Medical,Research & Development,Male,Healthcare Representative,Married,Yes,38,2,3,60,1,2,18,4,1,5811,24539,3,1766,16,3,3,80,1,15,2,3,1,0,1,0,833,No
Y,Travel_Frequently,Technical Degree,Research & Development,Male,Research Scientist,Married,Yes,43,3,3,38,2,1,17,3,1,2437,15587,9,1767,16,3,4,80,1,6,4,3,1,0,0,0,807,Yes
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Divorced,No,42,2,3,57,3,1,12,2,1,2766,8952,8,1768,22,4,2,80,3,7,6,2,5,3,0,4,855,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Director,Married,No,55,3,3,60,2,5,2,1,1,19038,19805,8,1770,12,3,2,80,3,34,2,3,1,0,0,0,478,No
Y,Non-Travel,Technical Degree,Research & Development,Male,Research Scientist,Divorced,No,33,4,3,90,3,2,4,2,1,3055,6194,5,1771,15,3,4,80,2,11,2,2,9,8,1,7,775,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Divorced,No,41,3,4,94,3,1,9,1,1,2289,20520,1,1772,20,4,2,80,2,5,2,3,5,3,0,4,548,No
Y,Non-Travel,Life Sciences,Sales,Male,Sales Executive,Divorced,Yes,34,4,3,87,3,2,10,3,1,4001,12313,1,1774,14,3,3,80,1,15,3,3,15,14,0,7,1375,No
Y,Non-Travel,Medical,Research & Development,Female,Manufacturing Director,Married,Yes,53,1,4,60,2,4,1,3,1,12965,22308,4,1775,20,4,4,80,3,27,2,2,3,2,0,2,661,No
Y,Travel_Rarely,Life Sciences,Human Resources,Male,Human Resources,Single,No,43,2,3,97,3,1,2,4,1,3539,5033,0,1778,13,3,2,80,0,10,5,3,9,7,1,8,244,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Sales Executive,Single,No,34,4,2,32,1,2,3,4,1,6029,25353,5,1779,12,3,1,80,0,6,3,3,2,2,2,2,511,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Representative,Single,No,21,2,1,31,3,1,7,2,1,2679,4567,1,1780,13,3,2,80,0,1,3,3,1,0,1,0,337,Yes
Y,Travel_Rarely,Other,Research & Development,Female,Laboratory Technician,Married,No,38,4,2,40,2,1,6,3,1,3702,16376,1,1782,11,3,2,80,1,5,3,3,5,4,0,4,1153,No
Y,Travel_Rarely,Medical,Research & Development,Female,Laboratory Technician,Married,Yes,22,3,1,79,3,1,8,1,1,2398,15999,1,1783,17,3,3,80,0,1,6,3,1,0,0,0,1294,Yes
Y,Travel_Rarely,Marketing,Sales,Female,Sales Executive,Married,No,31,1,4,91,2,2,29,4,1,5468,13402,1,1784,14,3,1,80,2,13,3,3,12,7,5,7,196,No
Y,Travel_Rarely,Technical Degree,Research & Development,Female,Manager,Married,No,51,1,3,53,3,3,3,3,1,13116,22984,2,1786,11,3,4,80,0,15,2,3,2,2,2,2,942,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Married,No,37,2,2,46,2,2,9,2,1,4189,8800,1,1787,14,3,1,80,2,5,2,3,5,2,0,3,589,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Director,Divorced,Yes,46,3,4,46,3,5,2,4,1,19328,14218,7,1789,17,3,3,80,1,24,3,3,2,1,2,2,734,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Healthcare Representative,Married,Yes,36,4,3,90,3,3,10,1,1,8321,25949,7,1790,13,3,4,80,1,15,1,3,12,8,5,7,1383,No
Y,Travel_Frequently,Medical,Research & Development,Male,Research Scientist,Divorced,Yes,44,3,2,99,3,1,1,2,1,2342,11092,1,1792,12,3,3,80,3,6,2,2,5,3,2,3,429,Yes
Y,Travel_Rarely,Other,Human Resources,Male,Human Resources,Divorced,No,37,3,2,89,3,2,8,2,1,4071,12832,2,1794,13,3,3,80,0,19,4,2,10,0,4,7,1239,No
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Executive,Single,Yes,35,3,3,84,3,2,27,4,1,5813,13492,1,1797,18,3,4,80,0,10,2,3,10,7,7,7,303,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Married,No,33,4,4,90,4,1,8,1,1,3143,6076,6,1798,19,3,2,80,1,14,1,3,10,8,7,6,867,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Married,No,28,3,3,82,3,1,1,4,1,2044,5531,1,1799,11,3,3,80,1,5,6,4,5,3,0,3,1181,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Director,Single,No,39,3,1,65,3,3,10,3,1,13464,7914,7,1800,21,4,3,80,0,9,3,3,4,3,2,2,1253,No
Y,Non-Travel,Life Sciences,Sales,Male,Sales Executive,Single,No,46,2,2,98,2,2,26,2,1,7991,25166,8,1801,15,3,3,80,0,6,3,3,2,2,2,2,849,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Laboratory Technician,Married,No,40,3,2,99,3,1,2,1,1,3377,25605,4,1802,17,3,4,80,1,7,5,2,4,3,0,2,616,No
Y,Travel_Rarely,Medical,Research & Development,Male,Healthcare Representative,Married,No,42,2,3,95,4,2,13,1,1,5538,5696,5,1803,18,3,3,80,2,10,2,2,0,0,0,0,1128,No
Y,Non-Travel,Medical,Research & Development,Male,Manufacturing Director,Divorced,No,35,2,2,90,3,2,2,4,1,5762,24442,2,1804,14,3,3,80,1,15,6,3,7,7,1,7,1180,No
Y,Non-Travel,Human Resources,Human Resources,Male,Human Resources,Divorced,No,38,1,3,100,3,1,2,2,1,2592,7129,5,1805,13,3,4,80,3,13,3,3,11,10,3,8,1336,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Laboratory Technician,Married,No,34,4,4,93,3,2,9,1,1,5346,6208,4,1807,17,3,3,80,1,11,3,2,7,1,0,7,234,Yes
Y,Travel_Rarely,Medical,Research & Development,Male,Manufacturing Director,Single,No,37,4,4,58,3,2,10,1,1,4213,4992,1,1809,15,3,2,80,0,10,4,1,10,3,0,8,370,Yes
Y,Travel_Frequently,Life Sciences,Sales,Male,Sales Executive,Divorced,No,39,3,3,83,3,2,20,4,1,4127,19188,2,1812,18,3,4,80,1,7,6,3,2,1,2,2,766,No
Y,Non-Travel,Life Sciences,Research & Development,Male,Research Scientist,Single,No,43,1,3,52,3,1,9,3,1,2438,24978,4,1813,13,3,3,80,0,7,2,2,3,2,1,2,343,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Healthcare Representative,Single,No,41,2,3,85,4,2,5,2,1,6870,15530,3,1814,12,3,1,80,0,11,3,1,3,2,1,2,447,No
Y,Travel_Rarely,Marketing,Sales,Female,Sales Executive,Divorced,Yes,41,3,1,81,3,3,4,3,1,10447,26458,0,1815,13,3,4,80,1,23,3,4,22,14,13,5,796,No
Y,Travel_Rarely,Medical,Research & Development,Female,Manufacturing Director,Single,No,30,1,3,64,3,3,10,3,1,9667,2739,9,1816,14,3,2,80,0,9,3,3,7,7,0,2,1092,No
Y,Travel_Rarely,Medical,Human Resources,Female,Human Resources,Married,Yes,26,4,2,69,3,1,20,2,1,2148,6889,0,1818,11,3,3,80,0,6,3,3,5,1,1,4,920,Yes
Y,Travel_Rarely,Medical,Research & Development,Female,Healthcare Representative,Married,No,46,4,2,66,3,2,21,2,1,8926,10842,4,1821,22,4,4,80,1,13,2,4,9,7,3,7,261,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Healthcare Representative,Divorced,No,40,3,3,52,3,2,1,4,1,6513,9060,4,1822,17,3,4,80,1,12,3,3,5,3,0,3,1194,No
